,Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3560,03.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3561,04.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3562,05.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3563,06.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3564,07.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3565,08.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3566,09.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3567,10.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3568,11.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3569,12.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3570,13.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3571,14.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3572,15.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3573,16.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3574,17.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3575,18.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3576,19.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3577,20.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3578,21.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3579,22.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3580,23.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3581,24.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3582,25.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3583,26.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3584,27.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3585,28.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3586,29.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3587,30.11.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3588,01.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3589,02.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3590,03.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3591,04.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3592,05.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3593,06.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3594,07.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3595,08.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3596,09.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3597,10.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3598,11.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3599,12.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3600,13.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3601,14.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3602,15.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3603,16.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3604,17.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3605,18.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3606,19.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3607,20.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3608,21.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3609,22.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3610,23.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3611,24.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3612,25.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3613,26.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3614,27.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3615,28.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3616,29.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3617,30.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3618,31.12.1987,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3619,01.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3620,02.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3621,03.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3622,04.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3623,05.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3624,06.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3625,07.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3626,08.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3627,09.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3628,10.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3629,11.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3630,12.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3631,13.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3632,14.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3633,15.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3634,16.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3635,17.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3636,18.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3637,19.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3638,20.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3639,21.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3640,22.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3641,23.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3642,24.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3643,25.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3644,26.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3645,27.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3646,28.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3647,29.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3648,30.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3649,31.01.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3650,01.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3651,02.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3652,03.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3653,04.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3654,05.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3655,06.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3656,07.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3657,08.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3658,09.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3659,10.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3660,11.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3661,12.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3662,13.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3663,14.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3664,15.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3665,16.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3666,17.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3667,18.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3668,19.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3669,20.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3670,21.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3671,22.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3672,23.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3673,24.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3674,25.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3675,26.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3676,27.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3677,28.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3678,29.02.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3679,01.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3680,02.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3681,03.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3682,04.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3683,05.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3684,06.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3685,07.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3686,08.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3687,09.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3688,10.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3689,11.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3690,12.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3691,13.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3692,14.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3693,15.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3694,16.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3695,17.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3696,18.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3697,19.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3698,20.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3699,21.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3700,22.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3701,23.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3702,24.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3703,25.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3704,26.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3705,27.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3706,28.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3707,29.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3708,30.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3709,31.03.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3710,01.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3711,02.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3712,03.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3713,04.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3714,05.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3715,06.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3716,07.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3717,08.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3718,09.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3719,10.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3720,11.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3721,12.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3722,13.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3723,14.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3724,15.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3725,16.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3726,17.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3727,18.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3728,19.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3729,20.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3730,21.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3731,22.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3732,23.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3733,24.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3734,25.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3735,26.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3736,27.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3737,28.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3738,29.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3739,30.04.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3740,01.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3741,02.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3742,03.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3743,04.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3744,05.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3745,06.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3746,07.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3747,08.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3748,09.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3749,10.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3750,11.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3751,12.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3752,13.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3753,14.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3754,15.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3755,16.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3756,17.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3757,18.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3758,19.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3759,20.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3760,21.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3761,22.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3762,23.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3763,24.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3764,25.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3765,26.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3766,27.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3767,28.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3768,29.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3769,30.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3770,31.05.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3771,01.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3772,02.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3773,03.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3774,04.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3775,05.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3776,06.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3777,07.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3778,08.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3779,09.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3780,10.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3781,11.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3782,12.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3783,13.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3784,14.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3785,15.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3786,16.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3787,17.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3788,18.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3789,19.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3790,20.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3791,21.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3792,22.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3793,23.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3794,24.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3795,25.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3796,26.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3797,27.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3798,28.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3799,29.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3800,30.06.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3801,01.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3802,02.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3803,03.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3804,04.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3805,05.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3806,06.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3807,07.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3808,08.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3809,09.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3810,10.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3811,11.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3812,12.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3813,13.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3814,14.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3815,15.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3816,16.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3817,17.07.1988,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
